Date,Location,Raw,Speakers,Description,Hosts,Issue date
January 11,Leicester,"Leicester , Adult School , Secular Hall . Miss Elizabeth Grew",['Miss Elizabeth Grew'],,,"January 9 , 1914"
January 12,Hastings,"Hastings , Metropole Hall ( entrance archway by Plummer Redd s ) . Miss Margaret Wright",['Miss Margaret Wright'],,,"January 9 , 1914"
January 13,Bexhill,"Bexhill , Shop , Marina . At Home . Miss Margaret Wright",['Miss Margaret Wright'],At Home,,"January 9 , 1914"
January 14,Aberdeen,"Aberdeen , Lecture Hall , St. Catherine's Buildings , East End . Women's Meeting . Mrs. Armstrong",['Mrs. Armstrong'],Women's Meeting,,"January 9 , 1914"
January 14,Aberdeen,"Aberdeen , Round Room , Music Hall . Mrs. Innes",['Mrs. Innes'],,,"January 9 , 1914"
January 14,Bexhill,"Bexhill , Victoria Hall . Women's Meeting . Mrs. Armstrong . Chair : Miss Ferrier",['Mrs. Armstrong'],Women's Meeting,,"January 9 , 1914"
January 14,Edinburgh,"Edinburgh , Ardmillan Hall , Dalry . Mrs. Charlton . Chair : Miss Ferrier",['Mrs. Charlton'],,,"January 9 , 1914"
January 14,Newport,"Newport , 17 , Stow Park Avenue . Miss Gladys Hazel . Hostess : Mrs. Fontaine",['Miss Gladys Hazel'],,,"January 9 , 1914"
January 14,Newport,"Newport , No. 1 Room , Temperance Hall . Miss Gladys Hazel",['Miss Gladys Hazel'],,,"January 9 , 1914"
January 15,Edinburgh,"Edinburgh , New Café , St. Andrew's Square . Mrs. Armstrong",['Mrs. Armstrong'],,,"January 9 , 1914"
January 16,Glasgow,"Glasgow , Charing Cross Halls . Mrs. ude Armstrong",['Mrs. ude Armstrong'],,,"January 9 , 1914"
