Date,Location,Raw,Speakers,Issue date
March 18th,"Caxton Hall, Westminster","WOMEN'S LOCAL GOVERNMENT SOCIETY. Annual Public Meeting, Caxton Hall, Westminster, Monday, March 18th, at 3.15 p.m. Chair: Lady Rhondda. Speakers: Major J. W. Hills, M.P. on ""An immediate Bill for a Ministry of Public Health,"" and Dr. Jane Walker.","['Major J. W. Hills', 'Dr. Jane Walker']","MARCH 15 , 1918"
