Date,Location,Raw,Speakers,Description,Hosts,Issue date
MAR . 10,Bow,"Bow , Tredegar - rond , Out - and - Out Mission Hall . Speaker Class , Miss Rosa Leo",['Miss Rosa Leo'],,,"March 7 , 1913"
MAR . 11,Chelsea,"Chelsea , Blacklands terrace , near Sloane - square . Miss Dalglish .",['Miss Dalglish'],,,"March 7 , 1913"
MAR . 11,Wimbledon Common,"Wimbledon Common . Miss Marie Naylor , Mrs. Lamartine Yates","['Miss Marie Naylor', 'Mrs. Lamartine Yates']",,,"March 7 , 1913"
MAR . 11,Croydon,"Croydon , Small Public Hall . Mrs. Cavendish Bentinck , Mr. H. W. Nevinson ...","['Mrs. Cavendish Bentinck', 'Mr. H. W. Nevinson']",,,"March 7 , 1913"
MAR . 11,London Pavilion,"London Pavilion , Piccadilly - circus , W. Mrs. Pankhurst , Miss Annie Kenney , the Rev. G. Herbert Davis Chair : Miss Haig","['Mrs. Pankhurst', 'Miss Annie Kenney', 'the Rev. G. Herbert Davis']",,,"March 7 , 1913"
MAR . 11,Hammersmith,"Hammersmith , Broadway . M.F.W.S. Mr. F. D. Fox , Dr. A. Macpherson , Mr. W. Willox","['Mr. F. D. Fox', 'Dr. A. Macpherson', 'Mr. W. Willox', 'M.F.W.S.']",,,"March 7 , 1913"
MAR . 11,Mile End Waste,Mile End Waste . Miss R. E. Barry ..,['Miss R. E. Barry'],,,"March 7 , 1913"
MAR . 11,Palmer's Green,"Palmer's Green , 6 , Stonard - road . Fireside Talks ...",,Fireside Talks,,"March 7 , 1913"
MAR . 11,West Hampstead,"West Hampstead , West End Green- Hampton Cobb's Restaurant , Rey Hugh Chapman , Mrs. Webbe . Chair : Mrs. Fox","['Rey Hugh Chapman', 'Mrs. Webbe.']",,,"March 7 , 1913"
MAR . 12,Ilford,"Ilford , Manor Park , The Rabbits . Miss Harvey ..",['Miss Harvey'],,,"March 7 , 1913"
MAR . 12,Kensington Town Hall,"Kensington Town Hall . M.P.U. Mrs. Pankhurst , Mr. H. D. Harben , Mr. H. Gillespie . Chair : Mr. H. W. Nevinson ..","['Mrs. Pankhurst', 'Mr. H. D. Harben', 'Mr. H. Gillespie .', 'M.P.U.']",,,"March 7 , 1913"
MAR . 12,Kilburn,"Kilburn , 310 , High - road , Lecture Room . Mr. S. Shallard , Miss . Constance Coopman , Mrs. Sawyer .","['Mr. S. Shallard', 'Miss . Constance Coopman', 'Mrs. Sawyer .']",,,"March 7 , 1913"
MAR . 12,Radlett,"Radlett , Parish Hall . Miss L. Tyson . Chair : Mrs. White",['Miss L. Tyson .'],,,"March 7 , 1913"
MAR . 13,Essex Hall,"Essex Hall , Essex - street , Strand , W.C. Miss Annie Kerney , Miss Joan Wickham , Miss Janette Steer , and others","['Miss Annie Kerney', 'Miss Joan Wickham', 'Miss Janette Steer', 'others']",,,"March 7 , 1913"
MAR . 13,Westminster,"Westminster , Greycoat - place . Mrs. Penn Gaskell ,",['Mrs. Penn Gaskell'],,,"March 7 , 1913"
MAR . 12,Fulham,"Fulham , 905 , Fulham - road . Miss G. Shellshear",['Miss G. Shellshear'],,,"March 7 , 1913"
MAR . 12,Forest Hill,"Forest Hill , Forresters Hall , Dartmouth - road . Miss Tyson",['Miss Tyson'],,,"March 7 , 1913"
MAR . 12,Harringay,"Harringay , Mattison - road Council School . Lantern Lecture . Miss N. Lightman",['Miss N. Lightman.'],,,"March 7 , 1913"
MAR . 14,Chelsea,"Chelsea , 308 , King's - road . Miss Evelyn Fox .",['Miss Evelyn Fox .'],,,"March 7 , 1913"
MAR . 14,Lewisham,"Lewisham , I , Lewis - grove . Miss M. Wolff van Sandau ..",['Miss M. Wolff van Sandau'],,,"March 7 , 1913"
MAR . 14,Surbiton,"Surbiton , Cranes Park . Hostess : Mrs. Winch .",,,['Mrs. Winch .'],"March 7 , 1913"
MAR . 14,Hampstead,"Hampstead , 43 , Hamilton - terrace . At Home . "" Miss Evelyn Sharp , Mr. H. Baillie - Weaver . Chair : Mrs. Hicks . Hostess : Mrs. Henry Morris","['Miss Evelyn Sharp', 'Mr. H. Baillie-Weaver.']",,,"March 7 , 1913"
MAR . 14,Clapham,"Clapham , The Plough . Miss Wylie , Mrs. Bateman","['Miss Wylie', 'Mrs. Bateman']",,,"March 7 , 1913"
MAR . 14,Cricklewood,"Cricklewood , Clock Tower",,,,"March 7 , 1913"
MAR . 14,Lincoln's Inn House,"Lincoln's Inn House , Kingsway . Speakers Class . Miss Rosa Leo",['Miss Rosa Leo'],,,"March 7 , 1913"
MAR . 14,North Kensington,"North Kensington , Free Library , Ladbroke grove . Miss Canning",['Miss Canning'],,,"March 7 , 1913"
MAR . 14,Sloane - square,Sloane - square . Mrs. Dacre Fox,['Mrs. Dacre Fox'],,,"March 7 , 1913"
MAR . 14,Whetstone,"Whetstone , Bicknell , Athenæum - road . Mrs. Barfield",['Mrs. Barfield'],,,"March 7 , 1913"
MAR . 7,Barrow,"Barrow , Salthouse . Mrs. Baines ..",['Mrs. Baines'],,,"March 7 , 1913"
MAR . 7,Dundee,"Dundee , Panmure - street . Miss Crant",['Miss Crant'],,,"March 7 , 1913"
MAR . 7,Edinburgh,"Edinburgh , Tollcross . Miss M. Scott . Chair : Miss Shaw",['Miss M. Scott.'],,,"March 7 , 1913"
MAR . 7,Edinburgh,"Edinburgh , West End . Miss M. Burn Murdoch . Chair : Miss Fitzroy",['Miss M. Burn Murdoch.'],,,"March 7 , 1913"
MAR . 7,Edinburgh,"Edinburgh , St. David - street . Miss Hudson . Chair : Miss A. Scott",['Miss Hudson'],,,"March 7 , 1913"
MAR . 7,Edinburgh,"Edinburgh , Leopold - place . Miss Brown . Chair : Miss E. Macdonald",['Miss Brown'],,,"March 7 , 1913"
MAR . 7,Nottingham,"Nottingham , Commercial - square . Miss C. Marsh , Mrs. Wright ..","['Miss C. Marsh', 'Mrs. Wright']",,,"March 7 , 1913"
MAR . 8,Barrow,"Barrow , Cavendish - square . Mrs. Baines",['Mrs. Baines'],,,"March 7 , 1913"
MAR . 8,Bedminster Bridge,Bedminster Bridge . Miss Jessie Smith,['Miss Jessie Smith'],,,"March 7 , 1913"
MAR . 8,Brighton,"Brighton , Seafront",,,,"March 7 , 1913"
MAR . 8,Cardiff,"Cardiff , Arts Hall . Self - Denial Social",,Self - Denial Social,,"March 7 , 1913"
MAR . 8,Dundee,"Dundee , Greenmarket .",,,,"March 7 , 1913"
MAR . 8,York,"York , Acomb Adult School . Mrs. Coultato",['Mrs. Coultato'],,,"March 7 , 1913"
MAR . 9,Barrow,"Barrow , Cavendish - square . Mrs. Baines ..",['Mrs. Baines'],,,"March 7 , 1913"
MAR . 9,Barrow,"Barrow , Promenade , Walney . Mrs. Baines",['Mrs. Baines'],,,"March 7 , 1913"
MAR . 9,Nottingham,"Nottingham , Arnold Adult School , Co - operative Hall , Notting- ham - road . Miss C. Marsh",['Miss C. Marsh'],,,"March 7 , 1913"
MAR . 9,Ystrad,"Ystrad , Plebs Club . Miss Annie Williams ..",['Miss Annie Williams'],,,"March 7 , 1913"
MAR . 10,Barrow,"Barrow , Women's Labour League , Public Hall , Walney . Miss Grew",['Miss Grew'],,,"March 7 , 1913"
MAR . 10,Bath,"Bath , Assembly Rooms . Miss Abadam . Chair : Misз Pridden ..",['Miss Abadam.'],,,"March 7 , 1913"
MAR . 10,Bristol,"Bristol , Queen's Hall , Queen's Hotel . Miss Abadam . Chair : Mrs. D. A. Thomas-",['Miss Abadam.'],,,"March 7 , 1913"
MAR . 10,Hastings,"Hastings , Lower Public Hall . At Home . "" Miss V. Friedlaender",['Miss V. Friedlaender'],,,"March 7 , 1913"
MAR . 10,Newcastle,"Newcastle , Young Liberals Debate , Westgate - road . Miss L. Mitchell , Miss M. Atkinson others .","['Miss L. Mitchell', 'Miss M. Atkinson', 'others.']",,,"March 7 , 1913"
MAR . 10,Nottingham,"Nottingham , Market - place . Miss C. Marsh",['Miss C. Marsh'],,,"March 7 , 1913"
MAR . 11,Bexhill,"Bexhill , W.S.P.U. Shop , Marina . Miss V. Friedlaender",['Miss V. Friedlaender'],,,"March 7 , 1913"
MAR . 11,Kent,"Kent , Edenbridge , Oddfellows Hall . Miss G. Brackenbury and",['Miss G. Brackenbury'],,,"March 7 , 1913"
MAR . 11,Nottingham,"Nottingham , East Circus - street Hall . Miss Annie Kenney , Mr. Charles Gray . Chair : Miss C. Marsh .","['Miss Annie Kenney', 'Mr. Charles Gray .']",,,"March 7 , 1913"
MAR . 11,Stoke - on - Trent,"Stoke - on - Trent , Town Hall . Mrs. Redfern Wilde , Miss Dorothy Evans . Chair : Miss Hilda Burkitt ..","['Mrs. Redfern Wilde', 'Miss Dorothy Evans .']",,,"March 7 , 1913"
MAR . 12,Cardiff,"Cardiff , 109 , Queen - street . Miss Annie Williams",['Miss Annie Williams'],,,"March 7 , 1913"
MAR . 12,Doncaster,"Doncaster . At Home , "" Doncaster , Albany Hotel , Market - place . Chair ; Miss Key Jones",,,,"March 7 , 1913"
MAR . 12,Newcastle,"Newcastle , 77 , Blackett - street . Miss Faulkner . Chair : Miss E. Fussell",['Miss Faulkner .'],,,"March 7 , 1913"
MAR . 12,Staffs,"Staffs , Hanley , Market - square . Miss H. Burkitt .: .",['Miss H. Burkitt'],,,"March 7 , 1913"
MAR . 12,Wallington,"Wallington , Dinham , Hillside - gardens . Miss L. Tyson",['Miss L. Tyson'],,,"March 7 , 1913"
MAR . 13,Cardiff,"Cardiff , Queen's Hall . Dramatic Performance . Miss Edith Lester Jones and Company",['Miss Edith Lester Jones and Company.'],,,"March 7 , 1913"
MAR . 13,Eastbourne,"Eastbourne , 58A , Grove - road . Mrs. Theresa Gough",['Mrs. Theresa Gough'],,,"March 7 , 1913"
MAR . 13,Glasgow,"Glasgow , St. Andrew's Hall . Mrs. Pankhurst , Mr. Henry Harben","['Mrs. Pankhurst', 'Mr. Henry Harben']",,,"March 7 , 1913"
MAR . 13,Morpeth,"Morpeth , Co - operative Hall . Miss L. Mitchell . Chair : Mrs. Crow",['Miss L. Mitchell .'],,,"March 7 , 1913"
MAR . 13,Reading,"Reading , 49 , Market - place . "" At Home . "" Miss Macaulay",['Miss Macaulay'],,,"March 7 , 1913"
MAR . 13,Reading,"Reading , Salmon's Café . Miss Macaulay ..",['Miss Macaulay ..'],,,"March 7 , 1913"
MAR . 13,Walsall,"Walsall , Athenæum - buildings , 5 , Bridge - street . Miss Haly",['Miss Haly'],,,"March 7 , 1913"
MAR . 14,Barry,"Barry . Members ' "" At Home . "" Miss Annie Williams ...",['Miss Annie Williams'],,,"March 7 , 1913"
MAR . 14,Dundee,"Dundee , High School Gates ..",,,,"March 7 , 1913"
MAR . 14,Edinburgh,"Edinburgh , Synod Hall . Mrs. Pankhurst",['Mrs. Pankhurst'],,,"March 7 , 1913"
MAR . 14,Reading,"Reading , The Butts . Miss O. Garrett",['Miss O. Garrett'],,,"March 7 , 1913"
