Date,Location,Raw,Description,Time,Issue date
1912-01-01,"Uxbridge Brookfield Restaurant, High Street","JANUARY 1 . Uxbridge Brookfield Restaurant , High Street - Public "" At Home "" - Subject , "" Civilisation . ""","Public ""At Home""",,1911-12-21
