points,height,width,block_type,text,id,score,x_center,y_center,x_center_100x,scan,page,column
"[442, 66, 503, 64, 505, 116, 444, 118]",54,63,quadrilateral,C.,0,0.5287863612174988,473.5,91.0,47350.0,1,1,0
"[501, 63, 578, 60, 580, 112, 503, 115]",55,79,quadrilateral,E.,1,0.5556164979934692,540.5,87.5,54050.0,1,1,0
"[559, 61, 773, 53, 775, 106, 561, 114]",61,216,quadrilateral,Masbatt,2,0.38591325283050537,667.0,83.5,66700.0,1,1,0
"[591, 129, 753, 119, 755, 165, 594, 175]",56,164,quadrilateral,hause,3,0.49283429980278015,673.25,147.0,67325.0,1,1,0
"[761, 119, 846, 114, 849, 160, 764, 165]",51,88,quadrilateral,And,4,0.49625587463378906,805.0,139.5,80500.0,1,1,0
"[750, 172, 944, 170, 944, 219, 750, 221]",51,194,quadrilateral,Keswick,5,0.597383975982666,847.0,195.5,84700.0,1,1,0
"[949, 170, 978, 170, 978, 218, 949, 218]",48,29,quadrilateral,.,6,0.7059376239776611,963.5,194.0,96350.0,1,1,0
"[356, 226, 370, 226, 370, 243, 356, 243]",17,14,quadrilateral,"""",7,0.6827207207679749,363.0,234.5,36300.0,1,1,0
"[380, 226, 437, 226, 437, 243, 380, 243]",17,57,quadrilateral,THE,8,0.988696277141571,408.5,234.5,40850.0,1,1,0
"[453, 226, 575, 226, 575, 243, 453, 243]",17,122,quadrilateral,COMMON,9,0.9935285449028015,514.0,234.5,51400.0,1,1,0
"[590, 226, 681, 226, 681, 243, 590, 243]",17,91,quadrilateral,CAUSE,10,0.9867787957191467,635.5,234.5,63550.0,1,1,0
"[680, 226, 689, 226, 689, 243, 680, 243]",17,9,quadrilateral,",",11,0.862830400466919,684.5,234.5,68450.0,1,1,0
"[690, 226, 703, 226, 703, 243, 690, 243]",17,13,quadrilateral,"""",12,0.6738527417182922,696.5,234.5,69650.0,1,1,0
"[719, 226, 796, 226, 796, 243, 719, 243]",17,77,quadrilateral,JUNE,13,0.9810601472854614,757.5,234.5,75750.0,1,1,0
"[809, 226, 832, 226, 832, 243, 809, 243]",17,23,quadrilateral,10,14,0.9524242877960205,820.5,234.5,82050.0,1,1,0
"[832, 226, 839, 226, 839, 243, 832, 243]",17,7,quadrilateral,",",15,0.9383658766746521,835.5,234.5,83550.0,1,1,0
"[853, 226, 900, 226, 900, 243, 853, 243]",17,47,quadrilateral,1909,16,0.9837386608123779,876.5,234.5,87650.0,1,1,0
"[900, 226, 907, 226, 907, 243, 900, 243]",17,7,quadrilateral,.,17,0.8621846437454224,903.5,234.5,90350.0,1,1,0
"[2055, 48, 2146, 55, 2141, 124, 2050, 118]",76,96,quadrilateral,See,18,0.7679319381713867,2098.0,86.25,209800.0,1,1,1
"[2168, 57, 2298, 67, 2293, 135, 2163, 126]",78,135,quadrilateral,P.115,19,0.6505520343780518,2230.5,96.25,223050.0,1,1,1
"[1918, 180, 1972, 179, 1973, 236, 1919, 237]",58,55,quadrilateral,A,20,0.6009084582328796,1945.5,208.0,194550.0,1,1,1
"[2004, 178, 2198, 176, 2199, 234, 2005, 236]",60,195,quadrilateral,Liberal,21,0.9447013735771179,2101.5,206.0,210150.0,1,1,1
"[2219, 176, 2357, 175, 2358, 233, 2220, 234]",59,139,quadrilateral,First,22,0.7394077777862549,2288.5,204.5,228850.0,1,1,1
"[2354, 175, 2401, 175, 2402, 232, 2355, 232]",57,48,quadrilateral,"""",23,0.5172349810600281,2378.0,203.5,237800.0,1,1,1
"[339, 286, 659, 286, 659, 448, 339, 448]",162,320,quadrilateral,The,24,0.9890673160552979,499.0,367.0,49900.0,1,1,0
"[728, 286, 1454, 286, 1454, 448, 728, 448]",162,726,quadrilateral,Common,25,0.9930028915405273,1091.0,367.0,109100.0,1,1,0
"[1532, 286, 2022, 286, 2022, 448, 1532, 448]",162,490,quadrilateral,Cause,26,0.9938539266586304,1777.0,367.0,177700.0,1,1,1
"[2016, 286, 2067, 286, 2067, 448, 2016, 448]",162,51,quadrilateral,.,27,0.9371843338012695,2041.5,367.0,204150.0,1,1,1
"[546, 517, 642, 517, 642, 573, 546, 573]",56,96,quadrilateral,The,28,0.991775393486023,594.0,545.0,59400.0,1,1,0
"[671, 517, 822, 517, 822, 573, 671, 573]",56,151,quadrilateral,Organ,29,0.9862295985221863,746.5,545.0,74650.0,1,1,0
"[852, 517, 900, 517, 900, 573, 852, 573]",56,48,quadrilateral,of,30,0.9923934936523438,876.0,545.0,87600.0,1,1,0
"[928, 517, 1007, 517, 1007, 573, 928, 573]",56,79,quadrilateral,the,31,0.9887734651565552,967.5,545.0,96750.0,1,1,0
